whitefly_ID	species	pop_geo	pop_geo_env	collection_date	latitude	longitude	environment	host_plant	insecticide_treat	insecticide_list	H06	MS145	P59	P7	D04	P5	G03	SSA13	SSA2	SSA41	SSA6	mut_L925I	mut_T929V	MeIo_clust1	MeIo_clust2	Med_clust1	Med_clust2	Med_clust3
P12x11	MEAM1	G4	GE5	12-oct-16	-21.02043889	55.30875833	Greenhouse	Tomato	Yes	AVE,NEO,PY-C	185185	218218	183183	183183	157161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P12x12	MEAM1	G4	GE5	12-oct-16	-21.02043889	55.30875833	Greenhouse	Tomato	Yes	AVE,NEO,PY-C	185185	218218	189205	183183	139161	212214	160160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P12x13	MEAM1	G4	GE5	12-oct-16	-21.02043889	55.30875833	Greenhouse	Tomato	Yes	AVE,NEO,PY-C	169189	216218	183201	183183	123149	212214	160160	251251	103103	228228	125125	I925/I925	NA	0.995	0.005			
P12x14	MEAM1	G4	GE5	12-oct-16	-21.02043889	55.30875833	Greenhouse	Tomato	Yes	AVE,NEO,PY-C	169189	218218	185201	183183	139161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P12x15	MEAM1	G4	GE5	12-oct-16	-21.02043889	55.30875833	Greenhouse	Tomato	Yes	AVE,NEO,PY-C	173177	216216	183201	183183	157161	212214	160160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P12x16	MEAM1	G4	GE5	12-oct-16	-21.02043889	55.30875833	Greenhouse	Tomato	Yes	AVE,NEO,PY-C	169189	218218	189201	183183	123161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.995	0.005			
P12x17	MEAM1	G4	GE5	12-oct-16	-21.02043889	55.30875833	Greenhouse	Tomato	Yes	AVE,NEO,PY-C	169189	216216	203203	183183	123149	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.995	0.005			
P12x18	MEAM1	G4	GE5	12-oct-16	-21.02043889	55.30875833	Greenhouse	Tomato	Yes	AVE,NEO,PY-C	185189	218218	203213	181183	161165	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.997	0.003			
P12x19	MEAM1	G4	GE5	12-oct-16	-21.02043889	55.30875833	Greenhouse	Tomato	Yes	AVE,NEO,PY-C	185185	216216	183185	183183	157161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P12x1	MEAM1	G4	GE5	12-oct-16	-21.02043889	55.30875833	Greenhouse	Tomato	Yes	AVE,NEO,PY-C	189189	218218	201201	183183	157161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P12x20	MEAM1	G4	GE5	12-oct-16	-21.02043889	55.30875833	Greenhouse	Tomato	Yes	AVE,NEO,PY-C	169189	216216	201201	181181	139161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.996	0.004			
P12x21	MEAM1	G4	GE5	12-oct-16	-21.02043889	55.30875833	Greenhouse	Tomato	Yes	AVE,NEO,PY-C	181185	216220	183201	183183	123139	212214	160160	251251	103103	228228	125125	I925/I925	NA	0.996	0.004			
P12x22	MEAM1	G4	GE5	12-oct-16	-21.02043889	55.30875833	Greenhouse	Tomato	Yes	AVE,NEO,PY-C	169185	218218	183201	183183	157161	212214	160160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P12x23	MEAM1	G4	GE5	12-oct-16	-21.02043889	55.30875833	Greenhouse	Tomato	Yes	AVE,NEO,PY-C	169173	216216	201201	183183	123149	212212	160160	251251	103103	228228	125125	I925/I925	T929/T929	0.995	0.005			
P12x24	MEAM1	G4	GE5	12-oct-16	-21.02043889	55.30875833	Greenhouse	Tomato	Yes	AVE,NEO,PY-C	185189	216216	183183	183183	139149	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P12x25	MEAM1	G4	GE5	12-oct-16	-21.02043889	55.30875833	Greenhouse	Tomato	Yes	AVE,NEO,PY-C	181181	216216	175183	177181	123161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.994	0.006			
P12x26	MEAM1	G4	GE5	12-oct-16	-21.02043889	55.30875833	Greenhouse	Tomato	Yes	AVE,NEO,PY-C	169185	216216	183205	179183	161161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P12x27	MEAM1	G4	GE5	12-oct-16	-21.02043889	55.30875833	Greenhouse	Tomato	Yes	AVE,NEO,PY-C	169189	216218	201183	181181	123157	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.987	0.013			
P12x28	MEAM1	G4	GE5	12-oct-16	-21.02043889	55.30875833	Greenhouse	Tomato	Yes	AVE,NEO,PY-C	185189	218218	183175	181181	123139	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.99	0.01			
P12x29	MEAM1	G4	GE5	12-oct-16	-21.02043889	55.30875833	Greenhouse	Tomato	Yes	AVE,NEO,PY-C	169181	216216	201201	181187	161161	212212	160160	251251	103103	228228	125127	I925/I925	NA	0.989	0.011			
P12x2	MEAM1	G4	GE5	12-oct-16	-21.02043889	55.30875833	Greenhouse	Tomato	Yes	AVE,NEO,PY-C	173189	216216	175183	181181	157161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.996	0.004			
P12x30	MEAM1	G4	GE5	12-oct-16	-21.02043889	55.30875833	Greenhouse	Tomato	Yes	AVE,NEO,PY-C	165169	216218	183175	183183	123161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.994	0.006			
P12x3	MEAM1	G4	GE5	12-oct-16	-21.02043889	55.30875833	Greenhouse	Tomato	Yes	AVE,NEO,PY-C	161181	216216	183175	181181	123161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.922	0.079			
P12x4	MEAM1	G4	GE5	12-oct-16	-21.02043889	55.30875833	Greenhouse	Tomato	Yes	AVE,NEO,PY-C	185185	218218	203213	181181	161161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.997	0.003			
P12x5	MEAM1	G4	GE5	12-oct-16	-21.02043889	55.30875833	Greenhouse	Tomato	Yes	AVE,NEO,PY-C	161189	218222	183213	181183	123153	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.955	0.045			
P12x6	MEAM1	G4	GE5	12-oct-16	-21.02043889	55.30875833	Greenhouse	Tomato	Yes	AVE,NEO,PY-C	161181	218218	203203	183183	161161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.99	0.01			
P12x7	MEAM1	G4	GE5	12-oct-16	-21.02043889	55.30875833	Greenhouse	Tomato	Yes	AVE,NEO,PY-C	161189	216218	183183	183183	161165	212214	160160	251251	103103	228228	125125	I925/I925	NA	0.99	0.01			
P12x8	MEAM1	G4	GE5	12-oct-16	-21.02043889	55.30875833	Greenhouse	Tomato	Yes	AVE,NEO,PY-C	161185	216216	201201	183183	157161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.99	0.01			
P12x9	MEAM1	G4	GE5	12-oct-16	-21.02043889	55.30875833	Greenhouse	Tomato	Yes	AVE,NEO,PY-C	169185	216216	189189	183183	157161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P13x10	MEAM1	G19	GE25	12-oct-16	-21.31378333	55.42380556	Greenhouse	Tomato	NA		169185	218218	201201	181183	139161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.997	0.003			
P13x11	MEAM1	G19	GE25	12-oct-16	-21.31378333	55.42380556	Greenhouse	Tomato	NA		169185	216218	183183	181181	161161	212212	160174	251251	103103	228228	125125	I925/I925	NA	0.996	0.004			
P13x12	MEAM1	G19	GE25	12-oct-16	-21.31378333	55.42380556	Greenhouse	Tomato	NA		169185	216218	185185	183183	149161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P13x13	MEAM1	G19	GE25	12-oct-16	-21.31378333	55.42380556	Greenhouse	Tomato	NA		169169	218218	205205	181183	149157	212212	160160	251251	103103	228228	125127	I925/I925	NA	0.993	0.007			
P13x14	MEAM1	G19	GE25	12-oct-16	-21.31378333	55.42380556	Greenhouse	Tomato	NA		161185	218218	175203	183183	139161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.99	0.01			
P13x15	MEAM1	G19	GE25	12-oct-16	-21.31378333	55.42380556	Greenhouse	Tomato	NA		169185	218218	201201	181183	139153	212214	160160	251251	103103	228228	125125	I925/I925	NA	0.997	0.003			
P13x16	MEAM1	G19	GE25	12-oct-16	-21.31378333	55.42380556	Greenhouse	Tomato	NA		169185	216218	183183	181183	157165	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.997	0.003			
P13x17	MEAM1	G19	GE25	12-oct-16	-21.31378333	55.42380556	Greenhouse	Tomato	NA		169189	216218	185203	183183	139149	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P13x18	MEAM1	G19	GE25	12-oct-16	-21.31378333	55.42380556	Greenhouse	Tomato	NA		161169	218218	175183	183183	161161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.988	0.012			
P13x19	MEAM1	G19	GE25	12-oct-16	-21.31378333	55.42380556	Greenhouse	Tomato	NA		169185	216220	175201	183183	139149	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P13x1	MEAM1	G19	GE25	12-oct-16	-21.31378333	55.42380556	Greenhouse	Tomato	NA		169185	216220	183205	183183	157161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P13x20	MEAM1	G19	GE25	12-oct-16	-21.31378333	55.42380556	Greenhouse	Tomato	NA		169185	216218	183183	183183	123157	212212	150160	251251	103103	228228	125125	I925/I925	NA	0.995	0.005			
P13x21	MEAM1	G19	GE25	12-oct-16	-21.31378333	55.42380556	Greenhouse	Tomato	NA		161185	216216	183183	183183	149161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.989	0.011			
P13x22	MEAM1	G19	GE25	12-oct-16	-21.31378333	55.42380556	Greenhouse	Tomato	NA		169185	180218	183201	183183	139161	0	160160	251251	103103	228228	125125	I925/I925	T929/T929	0.989	0.011			
P13x23	MEAM1	G19	GE25	12-oct-16	-21.31378333	55.42380556	Greenhouse	Tomato	NA		161173	218218	183183	181181	139161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.973	0.027			
P13x24	MEAM1	G19	GE25	12-oct-16	-21.31378333	55.42380556	Greenhouse	Tomato	NA		161185	218218	175189	183189	123161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.937	0.063			
P13x25	Hybride	G19	GE25	12-oct-16	-21.31378333	55.42380556	Greenhouse	Tomato	NA		161189	218218	179179	183183	161161	212214	160160	251251	103103	228228	125125	I925/I925	T929/T929	0.812	0.188			
P13x26	MEAM1	G19	GE25	12-oct-16	-21.31378333	55.42380556	Greenhouse	Tomato	NA		161185	216218	183205	183187	157161	212212	160160	221251	103103	228228	125125	I925/I925	NA	0.966	0.034			
P13x27	MEAM1	G19	GE25	12-oct-16	-21.31378333	55.42380556	Greenhouse	Tomato	NA		161185	216218	175185	183183	149165	212212	160160	251251	103103	228228	125125	I925/I925	T929/T929	0.99	0.01			
P13x28	MEAM1	G19	GE25	12-oct-16	-21.31378333	55.42380556	Greenhouse	Tomato	NA		161185	216216	201213	183183	149161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.99	0.01			
P13x29	MEAM1	G19	GE25	12-oct-16	-21.31378333	55.42380556	Greenhouse	Tomato	NA		161189	0	205183	183183	139139	0	160160	251251	103103	228228	125125	NA	NA	0.984	0.016			
P13x2	MEAM1	G19	GE25	12-oct-16	-21.31378333	55.42380556	Greenhouse	Tomato	NA		161169	216216	201201	183181	149161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.982	0.018			
P13x30	MEAM1	G19	GE25	12-oct-16	-21.31378333	55.42380556	Greenhouse	Tomato	NA		169189	216216	183183	183183	161161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P13x31	MEAM1	G19	GE25	12-oct-16	-21.31378333	55.42380556	Greenhouse	Tomato	NA		169189	216218	205205	183183	149153	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P13x32	MEAM1	G19	GE25	12-oct-16	-21.31378333	55.42380556	Greenhouse	Tomato	NA		181185	218218	183183	183183	139161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P13x3	MEAM1	G19	GE25	12-oct-16	-21.31378333	55.42380556	Greenhouse	Tomato	NA		189189	218218	183205	189189	149161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.992	0.008			
P13x4	MEAM1	G19	GE25	12-oct-16	-21.31378333	55.42380556	Greenhouse	Tomato	NA		169185	216218	183203	183183	139161	212212	150160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P13x5	MEAM1	G19	GE25	12-oct-16	-21.31378333	55.42380556	Greenhouse	Tomato	NA		169185	180218	183201	181183	139161	212212	160160	251251	103103	228228	125125	I925/I925	T929/T929	0.985	0.015			
P13x6	MEAM1	G19	GE25	12-oct-16	-21.31378333	55.42380556	Greenhouse	Tomato	NA		185189	216218	183175	181181	161161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.996	0.004			
P13x7	MEAM1	G19	GE25	12-oct-16	-21.31378333	55.42380556	Greenhouse	Tomato	NA		169173	218218	205205	183183	123139	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.995	0.005			
P13x8	MEAM1	G19	GE25	12-oct-16	-21.31378333	55.42380556	Greenhouse	Tomato	NA		169185	218218	183213	183183	149161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P13x9	MEAM1	G19	GE25	12-oct-16	-21.31378333	55.42380556	Greenhouse	Tomato	NA		181189	220220	183201	183183	139161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P14x10	MEAM1	G19	GE26	12-oct-16	-21.31378333	55.42380556	Field_surroundings	Weeds	NA		161181	182216	183183	181181	139149	212212	160160	251251	103103	228228	125125	I925/I925	T929/T929	0.966	0.034			
P14x11	MEAM1	G19	GE26	12-oct-16	-21.31378333	55.42380556	Field_surroundings	Weeds	NA		169189	218218	183201	181203	139161	212212	160160	219251	103103	228228	125125	I925/I925	NA	0.996	0.004			
P14x12	MEAM1	G19	GE26	12-oct-16	-21.31378333	55.42380556	Field_surroundings	Weeds	NA		181185	216218	183201	183183	139157	212212	160160	251251	103103	228228	125125	I925/I925	T929/T929	0.998	0.002			
P14x13	MEAM1	G19	GE26	12-oct-16	-21.31378333	55.42380556	Field_surroundings	Weeds	NA		185185	216218	183201	183183	149153	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P14x14	MEAM1	G19	GE26	12-oct-16	-21.31378333	55.42380556	Field_surroundings	Weeds	NA		169173	218220	183201	183183	149157	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.998	0.002			
P14x15	MEAM1	G19	GE26	12-oct-16	-21.31378333	55.42380556	Field_surroundings	Weeds	NA		173185	180216	175183	183183	149161	212212	160160	251251	103103	228228	125125	I925/I925	T929/T929	0.992	0.008			
P14x16	MEAM1	G19	GE26	12-oct-16	-21.31378333	55.42380556	Field_surroundings	Weeds	NA		161173	216218	175185	183183	139161	212212	160160	251251	103103	228228	125125	I925/I925	NA	0.99	0.01			
P14x17	MEAM1	G19	GE26	12-oct-16	-21.31378333	55.42380556	Field_surroundings	Weeds	NA		173185	176216	183183	183183	149153	212214	160174	251251	103103	228228	125125	I925/I925	T929/T929	0.939	0.061			
P14x18	MEAM1	G19	GE26	12-oct-16	-21.31378333	55.42380556	Field_surroundings	Weeds	NA		185185	180218	183183	181181	139149	212212	160160	251251	103103	228228	125125	I925/I925	T929/T929	0.98	0.02			
